Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,1,World,5510,Production,0111,Wheat,2002,2002,t,592045285.69,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01214,Lettuce and chicory,1972,1972,t,6885464.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01214,Lettuce and chicory,1986,1986,100 g/ha,195297.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01620,Tea leaves,1969,1969,t,1238984.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01499.05,Kapok fruit,1967,1967,t,222330.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01253.02,"Onions and shallots, dry (excluding dehydrated)",1962,1962,ha,1207770.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01191,Triticale,2008,2008,ha,3888937.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01349.20,Other stone fruits,2007,2007,ha,70943.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01290.01,Green corn (maize),1986,1986,ha,837032.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01701,"Beans, dry",2015,2015,t,26292012.65,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01312,Bananas,1961,1961,ha,2106392.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01253.01,"Onions and shallots, green",2004,2004,100 g/ha,195603.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01704,"Lentils, dry",1983,1983,t,1803030.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01229,Cantaloupes and other melons,2015,2015,100 g/ha,244018.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01321,Pomelos and grapefruits,2014,2014,ha,320295.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01349.10,Other pome fruits,2000,2000,100 g/ha,46471.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01199.90,Cereals n.e.c.,1967,1967,t,1508841.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01211,Asparagus,2016,2016,100 g/ha,52912.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01314,Dates,1986,1986,100 g/ha,51121.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01499.05,Kapok fruit,2000,2000,t,420380.0,X,Figure from international organizations,
QCL,Crops and livestock products,1,World,5419,Yield,01704,"Lentils, dry",1961,1961,100 g/ha,5278.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01441,Linseed,2010,2010,t,1808080.37,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,0112,Maize (corn),1967,1967,t,272548408.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01657,"Ginger, raw",1970,1970,ha,39281.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,2168,Cottonseed oil,1993,1993,t,3656908.85,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01359.01,Persimmons,2001,2001,t,2505058.54,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01241.90,"Other beans, green",2011,2011,ha,1499371.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01232,Cucumbers and gherkins,1979,1979,ha,1057442.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01702,"Broad beans and horse beans, dry",1983,1983,t,4176444.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01703,"Chick peas, dry",1994,1994,t,7148325.26,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01319,"Other tropical fruits, n.e.c.",1982,1982,ha,1189339.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01705,"Peas, dry",1965,1965,ha,9897851.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01321,Pomelos and grapefruits,1972,1972,t,3612483.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01212,Cabbages,1997,1997,100 g/ha,228498.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2006,2006,ha,547696.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01351.02,Gooseberries,1966,1966,t,142924.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01801,Sugar beet,1996,1996,ha,7482726.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01216,Artichokes,2021,2021,ha,117128.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01372,"Cashew nuts, in shell",1999,1999,t,1729951.94,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01929.07,"Abaca, manila hemp, raw",1988,1988,100 g/ha,8363.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01448,Poppy seed,1961,1961,100 g/ha,5239.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01199.02,Mixed grain,1973,1973,t,6560903.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01344.02,Cherries,1998,1998,t,1636487.3,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01442,Mustard seed,2007,2007,ha,618806.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01349.20,Other stone fruits,1981,1981,t,171588.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01354,Strawberries,1969,1969,100 g/ha,88295.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01235,"Pumpkins, squash and gourds",2013,2013,ha,1902808.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2015,2015,100 g/ha,187395.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,21691.14,Oil of palm kernel,1967,1967,t,430505.84,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01342.02,Quinces,2000,2000,100 g/ha,89820.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0117,Oats,1986,1986,100 g/ha,18206.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01352,Kiwi fruit,1987,1987,ha,41950.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01950.01,Natural rubber in primary forms,1975,1975,t,3269255.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01342.02,Quinces,1990,1990,t,344392.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01691,Chicory roots,1981,1981,t,321519.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01441,Linseed,1972,1972,100 g/ha,4385.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01930.01,"Peppermint, spearmint",1989,1989,100 g/ha,239259.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01449.90,"Other oil seeds, n.e.c.",2021,2021,100 g/ha,8752.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01212,Cabbages,2005,2005,ha,2309221.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01709.90,Other pulses n.e.c.,1976,1976,ha,5886300.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,24212.02,Wine,1980,1980,t,35232752.31,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01241.90,"Other beans, green",2000,2000,ha,1365640.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01442,Mustard seed,2000,2000,t,503695.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01322,Lemons and limes,1973,1973,t,4352059.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01379.01,Areca nuts,2016,2016,t,1452543.15,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01442,Mustard seed,2015,2015,100 g/ha,7885.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01213,Cauliflowers and broccoli,2005,2005,100 g/ha,183562.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01354,Strawberries,1977,1977,100 g/ha,102463.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,24212.02,Wine,1993,1993,t,25895195.43,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01241.01,String beans,2005,2005,ha,235190.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01323,Oranges,1976,1976,100 g/ha,169070.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0142,"Groundnuts, excluding shelled",2016,2016,100 g/ha,16357.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2161,Soya bean oil,1969,1969,t,5046348.18,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2167,Olive oil,1996,1996,t,2583777.97,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01229,Cantaloupes and other melons,2013,2013,t,26723064.1,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01630,Maté leaves,1965,1965,t,266325.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1988,1988,100 g/ha,69679.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01705,"Peas, dry",1977,1977,t,8857728.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01373,"Chestnuts, in shell",1998,1998,t,832927.96,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01702,"Broad beans and horse beans, dry",1973,1973,100 g/ha,10161.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01323,Oranges,1994,1994,t,54810375.23,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01344.01,Sour cherries,1976,1976,100 g/ha,71619.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01442,Mustard seed,1961,1961,ha,463168.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01707,"Pigeon peas, dry",2019,2019,ha,5618024.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01192,Buckwheat,2005,2005,t,2080803.75,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,0116,Rye,1998,1998,ha,10288758.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01243,"Broad beans and horse beans, green",2016,2016,t,1688983.73,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",1975,1975,t,6631299.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,0142,"Groundnuts, excluding shelled",2005,2005,ha,24119704.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01372,"Cashew nuts, in shell",1969,1969,t,452676.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",1974,1974,ha,1342929.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01194,Quinoa,1981,1981,t,26252.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01510,Potatoes,1993,1993,ha,18566466.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01194,Quinoa,1987,1987,t,34127.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01708,"Bambara beans, dry",1970,1970,ha,50374.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01243,"Broad beans and horse beans, green",1980,1980,t,854320.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01199.02,Mixed grain,1999,1999,ha,1812476.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01449.01,Melonseed,2009,2009,t,665926.47,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01311,Avocados,1975,1975,100 g/ha,83765.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01442,Mustard seed,2001,2001,100 g/ha,6844.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01373,"Chestnuts, in shell",1971,1971,100 g/ha,42712.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01499.02,Tung nuts,2017,2017,100 g/ha,27039.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01491.01,Oil palm fruit,1973,1973,ha,3263026.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01195,Canary seed,1993,1993,t,204371.8,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01316,"Mangoes, guavas and mangosteens",1981,1981,100 g/ha,88434.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0111,Wheat,1987,1987,100 g/ha,22900.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01239.01,Okra,1991,1991,ha,776116.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01921.01,"Seed cotton, unginned",1997,1997,100 g/ha,16129.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01709.90,Other pulses n.e.c.,1981,1981,100 g/ha,4901.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01191,Triticale,1982,1982,t,86443.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01379.02,Kola nuts,1996,1996,ha,354602.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01491.01,Oil palm fruit,1998,1998,ha,9643402.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01550,Taro,1994,1994,100 g/ha,55916.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01442,Mustard seed,1983,1983,t,289073.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01591,Yautia,1982,1982,ha,30465.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01449.01,Melonseed,1961,1961,ha,442320.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01373,"Chestnuts, in shell",2001,2001,t,945990.97,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01930.01,"Peppermint, spearmint",1973,1973,100 g/ha,94441.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01443,Rape or colza seed,1968,1968,ha,7035082.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01540,Yams,2008,2008,ha,4920388.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01520.01,"Cassava, fresh",1976,1976,t,113881812.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01330,Grapes,2001,2001,t,60861631.86,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01351.02,Gooseberries,1996,1996,ha,30651.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01351.01,Currants,1984,1984,100 g/ha,251007.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01199.02,Mixed grain,1982,1982,100 g/ha,27989.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01252,Green garlic,1996,1996,ha,886145.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01950.01,Natural rubber in primary forms,2001,2001,ha,7702246.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01290.01,Green corn (maize),2011,2011,ha,1144157.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01499.05,Kapok fruit,2020,2020,ha,183292.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01699,"Other stimulant, spice and aromatic crops, n.e.c.",1969,1969,ha,345485.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01312,Bananas,2011,2011,ha,5600195.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01929.05,"Sisal, raw",1999,1999,100 g/ha,9477.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01950.01,Natural rubber in primary forms,2020,2020,t,14184940.61,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01322,Lemons and limes,1984,1984,ha,450301.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01232,Cucumbers and gherkins,1981,1981,ha,1085398.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,0117,Oats,1974,1974,ha,28218877.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01233,Eggplants (aubergines),1976,1976,100 g/ha,113379.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01656,"Cloves (whole stems), raw",1984,1984,100 g/ha,2131.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01212,Cabbages,1993,1993,t,42252167.8,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01930.01,"Peppermint, spearmint",1999,1999,ha,2786.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01316,"Mangoes, guavas and mangosteens",1985,1985,100 g/ha,92773.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01253.02,"Onions and shallots, dry (excluding dehydrated)",1962,1962,t,14014801.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01929.06,"Agave fibres, raw, n.e.c.",1967,1967,ha,36140.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01709.01,Vetches,2017,2017,ha,583157.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01193,Fonio,1965,1965,100 g/ha,6319.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01929.02,"True hemp, raw or retted",1980,1980,100 g/ha,5174.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01290.90,"Other vegetables, fresh n.e.c.",1970,1970,ha,7737761.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01199.02,Mixed grain,1995,1995,t,5229334.47,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01640,Cocoa beans,2004,2004,100 g/ha,4780.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01318,Pineapples,1988,1988,ha,610161.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01324,"Tangerines, mandarins, clementines",1977,1977,ha,548374.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01235,"Pumpkins, squash and gourds",1974,1974,ha,769244.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01950.01,Natural rubber in primary forms,1992,1992,ha,6629406.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01922.01,"Jute, raw or retted",1984,1984,100 g/ha,14762.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01373,"Chestnuts, in shell",1985,1985,t,414011.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01312,Bananas,2002,2002,ha,4483168.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01550,Taro,1988,1988,ha,924158.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01930.02,"Pyrethrum, dried flowers",1994,1994,t,17646.56,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01211,Asparagus,1962,1962,t,1379606.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01929.07,"Abaca, manila hemp, raw",1986,1986,t,92314.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01290.90,"Other vegetables, fresh n.e.c.",1986,1986,ha,10065960.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01929.03,"Kapok fibre, raw",2007,2007,t,88241.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01316,"Mangoes, guavas and mangosteens",1980,1980,t,14419392.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01229,Cantaloupes and other melons,1989,1989,100 g/ha,147126.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01232,Cucumbers and gherkins,1970,1970,ha,875852.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01591,Yautia,2001,2001,100 g/ha,86211.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01658,"Vanilla, raw",2003,2003,100 g/ha,1138.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01359.02,Cashewapple,2004,2004,ha,758016.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01443,Rape or colza seed,1988,1988,ha,17631575.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01375,"Pistachios, in shell",2005,2005,100 g/ha,9472.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01550,Taro,1980,1980,t,4070262.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01630,Maté leaves,2015,2015,ha,274251.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01658,"Vanilla, raw",1996,1996,t,4115.56,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01708,"Bambara beans, dry",1977,1977,ha,65026.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01550,Taro,1971,1971,t,5228442.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0141,Soya beans,1961,1961,100 g/ha,11287.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01620,Tea leaves,1965,1965,t,1092631.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01344.02,Cherries,2000,2000,100 g/ha,56483.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01706,"Cow peas, dry",1966,1966,ha,4505191.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01801,Sugar beet,2009,2009,ha,4245016.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01346,Plums and sloes,2014,2014,100 g/ha,45325.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",1970,1970,100 g/ha,125210.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01591,Yautia,1995,1995,t,307997.61,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01550,Taro,1982,1982,ha,818383.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,ha,1973434.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01809,Other sugar crops n.e.c.,1963,1963,t,681500.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,0116,Rye,1987,1987,100 g/ha,19839.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",1986,1986,t,170785.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01499.02,Tung nuts,1988,1988,t,481209.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01691,Chicory roots,1964,1964,100 g/ha,176835.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01342.02,Quinces,1991,1991,ha,52276.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01929.04,"Ramie, raw or retted",1976,1976,t,45795.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2014,2014,t,6330153.77,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,0142,"Groundnuts, excluding shelled",2011,2011,t,41328749.17,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01192,Buckwheat,1969,1969,ha,4718478.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01193,Fonio,1967,1967,100 g/ha,6399.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01290.90,"Other vegetables, fresh n.e.c.",1964,1964,ha,7417593.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01215,Spinach,1992,1992,100 g/ha,130814.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01448,Poppy seed,2013,2013,t,69624.62,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01221,Watermelons,1987,1987,ha,2529865.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2166,Coconut oil,2011,2011,t,3003164.16,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01353.01,Raspberries,2014,2014,100 g/ha,67524.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01354,Strawberries,2005,2005,100 g/ha,170598.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01232,Cucumbers and gherkins,1978,1978,100 g/ha,116727.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01359.01,Persimmons,2005,2005,t,3324840.26,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01499.02,Tung nuts,1984,1984,ha,66442.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01199.90,Cereals n.e.c.,2002,2002,100 g/ha,9397.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01341,Apples,2001,2001,t,57099201.91,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01243,"Broad beans and horse beans, green",1994,1994,ha,185615.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01659,Hop cones,2015,2015,ha,86144.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01355.02,Cranberries,1982,1982,t,144980.0,A,Official figure,
QCL,Crops and livestock products,1,World,5312,Area harvested,01651,"Pepper (Piper spp.), raw",1983,1983,ha,233703.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01442,Mustard seed,1990,1990,t,639901.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01323,Oranges,2000,2000,100 g/ha,173910.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01499.03,Jojoba seeds,2004,2004,t,279.0,A,Official figure,
QCL,Crops and livestock products,1,World,5510,Production,01653,"Nutmeg, mace, cardamoms, raw",1979,1979,t,36303.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,2168,Cottonseed oil,1970,1970,t,2556607.65,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01374,"Hazelnuts, in shell",1979,1979,ha,415597.0,A,Official figure,
QCL,Crops and livestock products,1,World,5419,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,1993,1993,100 g/ha,71589.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01192,Buckwheat,1967,1967,ha,4315667.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5312,Area harvested,01658,"Vanilla, raw",1964,1964,ha,11643.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01530,Sweet potatoes,2002,2002,t,136732235.32,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01356,Locust beans (carobs),2007,2007,t,122123.09,E,Estimated value,
QCL,Crops and livestock products,1,World,5510,Production,01699,"Other stimulant, spice and aromatic crops, n.e.c.",1977,1977,t,553274.0,E,Estimated value,
QCL,Crops and livestock products,1,World,5419,Yield,01251,Carrots and turnips,1967,1967,100 g/ha,184741.0,E,Estimated value,
