Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"LC","Land Cover","001","World","5007","Area from MODIS","6983","Grassland","2021","2021","1000 ha","3062601.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1992","1992","1000 ha","1772765.34","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1993","1993","1000 ha","1773014.06","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1994","1994","1000 ha","1772929.11","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1995","1995","1000 ha","1773177.14","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1996","1996","1000 ha","1772836.75","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1997","1997","1000 ha","1773629.45","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1998","1998","1000 ha","1775333.99","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","1999","1999","1000 ha","1780377.37","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2000","2000","1000 ha","1782367.41","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2001","2001","1000 ha","1783117.29","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2002","2002","1000 ha","1784575.7","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2003","2003","1000 ha","1785577.63","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2004","2004","1000 ha","1791733.57","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2005","2005","1000 ha","1792371.55","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2006","2006","1000 ha","1792879.07","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2007","2007","1000 ha","1794339.74","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2008","2008","1000 ha","1794585.12","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2009","2009","1000 ha","1795220.25","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2010","2010","1000 ha","1796442.89","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2011","2011","1000 ha","1798553.71","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2012","2012","1000 ha","1800166.02","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2013","2013","1000 ha","1800835.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2014","2014","1000 ha","1802086.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2015","2015","1000 ha","1802264.89","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2016","2016","1000 ha","1801172.92","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2017","2017","1000 ha","1801363.55","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2018","2018","1000 ha","1809570.72","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2019","2019","1000 ha","1812740.2","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6983","Grassland","2020","2020","1000 ha","1815006.92","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6983","Grassland","2020","2020","1000 ha","3510214.57","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6983","Grassland","2021","2021","1000 ha","3544135.23","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6974","Tree-covered areas","2015","2015","1000 ha","4946456.81","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6974","Tree-covered areas","2016","2016","1000 ha","4940705","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6974","Tree-covered areas","2017","2017","1000 ha","4939053.2","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6974","Tree-covered areas","2018","2018","1000 ha","4932890.16","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6974","Tree-covered areas","2019","2019","1000 ha","4932680.02","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2001","2001","1000 ha","5009675.78","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2002","2002","1000 ha","5053683.63","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2003","2003","1000 ha","5002237.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2004","2004","1000 ha","4998437.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2005","2005","1000 ha","5006773","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2006","2006","1000 ha","5014132.08","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2007","2007","1000 ha","5022907.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2008","2008","1000 ha","5011272.47","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2009","2009","1000 ha","5018476.91","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2010","2010","1000 ha","5030151.49","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2011","2011","1000 ha","5049564.13","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2012","2012","1000 ha","5056586.77","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2013","2013","1000 ha","5060951.01","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2014","2014","1000 ha","5070697.69","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2015","2015","1000 ha","5064049.38","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2016","2016","1000 ha","5048290.17","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2017","2017","1000 ha","5048724.28","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2018","2018","1000 ha","5038962.76","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2019","2019","1000 ha","5037324.46","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2020","2020","1000 ha","5044640.9","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6974","Tree-covered areas","2021","2021","1000 ha","5029306.87","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1992","1992","1000 ha","4347206.8","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1993","1993","1000 ha","4344166.6","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1994","1994","1000 ha","4344201.76","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1995","1995","1000 ha","4333171.66","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1996","1996","1000 ha","4331517.13","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1997","1997","1000 ha","4327554.41","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1998","1998","1000 ha","4318273.69","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","1999","1999","1000 ha","4305955.19","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2000","2000","1000 ha","4305196.38","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2001","2001","1000 ha","4304155.34","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2002","2002","1000 ha","4302904.03","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2003","2003","1000 ha","4303298.73","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2004","2004","1000 ha","4295425.58","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2005","2005","1000 ha","4295467.76","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2006","2006","1000 ha","4295951.94","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2007","2007","1000 ha","4296665.53","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2008","2008","1000 ha","4296786.07","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2009","2009","1000 ha","4296936.65","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2010","2010","1000 ha","4291234.98","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2011","2011","1000 ha","4286131.7","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2012","2012","1000 ha","4282110.27","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2013","2013","1000 ha","4280927.66","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2014","2014","1000 ha","4281210.81","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2015","2015","1000 ha","4279966.63","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2016","2016","1000 ha","4286913.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2017","2017","1000 ha","4287812.52","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2018","2018","1000 ha","4278133.6","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2019","2019","1000 ha","4269518.91","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6974","Tree-covered areas","2020","2020","1000 ha","4268269.01","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6974","Tree-covered areas","2020","2020","1000 ha","4295101.48","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6974","Tree-covered areas","2021","2021","1000 ha","4453366.83","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6975","Mangroves","2015","2015","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6975","Mangroves","2016","2016","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6975","Mangroves","2017","2017","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6975","Mangroves","2018","2018","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5006","Area from CGLS","6975","Mangroves","2019","2019","1000 ha","","O","Missing value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2001","2001","1000 ha","45964.82","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2002","2002","1000 ha","31083.13","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2003","2003","1000 ha","27947.88","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2004","2004","1000 ha","26743.31","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2005","2005","1000 ha","26306.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2006","2006","1000 ha","26516.24","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2007","2007","1000 ha","26656.04","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2008","2008","1000 ha","27468.15","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2009","2009","1000 ha","27658.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2010","2010","1000 ha","28033.16","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2011","2011","1000 ha","27905.3","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2012","2012","1000 ha","27358.39","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2013","2013","1000 ha","26931.51","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2014","2014","1000 ha","26512.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2015","2015","1000 ha","25802.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2016","2016","1000 ha","25190.25","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2017","2017","1000 ha","25246.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2018","2018","1000 ha","25433.06","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2019","2019","1000 ha","25069.53","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2020","2020","1000 ha","25047.37","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6975","Mangroves","2021","2021","1000 ha","25375.33","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1992","1992","1000 ha","17715.26","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1993","1993","1000 ha","17712.82","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1994","1994","1000 ha","17710.17","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1995","1995","1000 ha","17819.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1996","1996","1000 ha","17863.28","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1997","1997","1000 ha","17892.78","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1998","1998","1000 ha","17949.58","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","1999","1999","1000 ha","18011.67","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2000","2000","1000 ha","18040.09","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2001","2001","1000 ha","18073.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2002","2002","1000 ha","18103.98","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2003","2003","1000 ha","18153.15","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2004","2004","1000 ha","18176.96","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2005","2005","1000 ha","18201.17","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2006","2006","1000 ha","18246.24","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2007","2007","1000 ha","18310.37","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2008","2008","1000 ha","18375.36","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2009","2009","1000 ha","18407.41","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2010","2010","1000 ha","18408.57","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2011","2011","1000 ha","18416.29","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2012","2012","1000 ha","18383.99","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2013","2013","1000 ha","18381.45","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2014","2014","1000 ha","18456.1","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2015","2015","1000 ha","18453.88","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2016","2016","1000 ha","18466.53","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2017","2017","1000 ha","18466.15","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2018","2018","1000 ha","18465.99","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2019","2019","1000 ha","18459.65","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6975","Mangroves","2020","2020","1000 ha","18426.19","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6975","Mangroves","2020","2020","1000 ha","15135.1","E","Estimated value"
"LC","Land Cover","001","World","5013","Area from WorldCover","6975","Mangroves","2021","2021","1000 ha","13692.56","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6976","Shrub-covered areas","2015","2015","1000 ha","1141280.71","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6976","Shrub-covered areas","2016","2016","1000 ha","1133391.12","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6976","Shrub-covered areas","2017","2017","1000 ha","1128943.25","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6976","Shrub-covered areas","2018","2018","1000 ha","1123840.99","E","Estimated value"
"LC","Land Cover","001","World","5006","Area from CGLS","6976","Shrub-covered areas","2019","2019","1000 ha","1120180.26","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2001","2001","1000 ha","1380519.55","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2002","2002","1000 ha","1398067.85","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2003","2003","1000 ha","1400728.06","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2004","2004","1000 ha","1394133.58","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2005","2005","1000 ha","1406579.89","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2006","2006","1000 ha","1391859.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2007","2007","1000 ha","1391702.07","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2008","2008","1000 ha","1384625.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2009","2009","1000 ha","1386307.34","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2010","2010","1000 ha","1376527.43","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2011","2011","1000 ha","1368349.75","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2012","2012","1000 ha","1376693.01","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2013","2013","1000 ha","1376438.57","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2014","2014","1000 ha","1372168.76","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2015","2015","1000 ha","1371847.52","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2016","2016","1000 ha","1377102.67","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2017","2017","1000 ha","1373703.86","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2018","2018","1000 ha","1384189.1","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2019","2019","1000 ha","1388109.36","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2020","2020","1000 ha","1386189.84","E","Estimated value"
"LC","Land Cover","001","World","5007","Area from MODIS","6976","Shrub-covered areas","2021","2021","1000 ha","1383727.18","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1992","1992","1000 ha","1615265.62","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1993","1993","1000 ha","1615640.71","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1994","1994","1000 ha","1615538.81","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1995","1995","1000 ha","1614392.47","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1996","1996","1000 ha","1610887.15","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1997","1997","1000 ha","1608210.79","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1998","1998","1000 ha","1607355.02","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","1999","1999","1000 ha","1603239.16","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2000","2000","1000 ha","1598081.47","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2001","2001","1000 ha","1596407.78","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2002","2002","1000 ha","1595246.5","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2003","2003","1000 ha","1593328.48","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2004","2004","1000 ha","1592997.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2005","2005","1000 ha","1592084.24","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2006","2006","1000 ha","1591394.4","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2007","2007","1000 ha","1591140.76","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2008","2008","1000 ha","1591687.95","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2009","2009","1000 ha","1592030.96","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2010","2010","1000 ha","1594709.49","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2011","2011","1000 ha","1596834.19","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2012","2012","1000 ha","1598379.71","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2013","2013","1000 ha","1598824.19","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2014","2014","1000 ha","1599118.71","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2015","2015","1000 ha","1599657.08","E","Estimated value"
"LC","Land Cover","001","World","5008","Area from CCI_LC","6976","Shrub-covered areas","2016","2016","1000 ha","1597435.46","E","Estimated value"
